,unit,cluster_label,story_id
12820,"PERSON PERSON PERSON and his bride go to the church , and are married .",2421,767
12821,"A boy throws a stone at the fox while tending sheep , and she threatens to kill him .",3705,767
12822,"The king asks the boy whose sheep farm is it , and the boy says it 's PERSON PERSON PERSON PERSON .",307,767
12823,The fox leads PERSON PERSON and the king 's daughter through several farms and estates .,4337,767
12824,"The ogress is thrown down a well , and the fox 's true nature is revealed .",2961,767
12825,"PERSON PERSON discovers the fox 's true nature and kills her , but still enjoys his wealth .",4337,767
12826,An old couple lives under the open sky with three sons and a few possessions .,3741,768
12827,"The man and wife die , leaving the estate to be divided .",2082,768
12828,"The oldest son takes the cook - pot , the second son takes the frying - pan , and PERSON PERSON is left with the cat .",1527,768
12829,"Ebe is angry and envious , but scratches and strokes the cat , which purrs and raises its tail .",385,768
12830,The cat claims it will help PERSON and promises to take action .,810,768
12831,"Ebe and the cat set out together , with the cat leading the way and PERSON following .",385,768
12832,Ebe turns back while the cat continues on its way .,385,768
12833,The cat meets an enormous herd of reindeer and takes control of the largest buck .,718,768
12834,"With the buck 's help , the cat and Ebe approach the king 's castle .",2680,768
12835,"The cat sends a message from Ebe to the king , asking for a gift in the form of the buck .",2680,768
12836,"Ebe receives a handsome robe and cartloads of presents from the king , but expresses no gratitude or interest .",569,768
12837,"Ebe is still unhappy with the cat , despite its continued helpfulness .",385,768
12838,"Ebe and the cat set out again , and the cat meets a herd of elk , taking control of the largest bull and leading it to the king 's castle .",385,768
12839,"The cat sends another message , asking the king to accept the elk as a gift .",2680,768
12840,"The king sends Ebe another gift , but PERSON shows no interest .",569,768
12841,"Ebe is still dissatisfied with the cat , despite its growing success .",385,768
12842,"Ebe and the cat set out again , and the cat meets a father and mother bear , taking control of the baby bear .",385,768
12843,"With the bear 's help , the cat and Ebe approach the king 's castle .",2680,768
12844,"The cat sends a message , asking the king to accept the bear as a gift .",2680,768
12845,"The king sends Ebe a gift , but PERSON is less interested than before .",569,768
12846,"Ebe and the cat continue their journey , and come across shepherds tending large , fine sheep .",5433,768
12847,The shepherds are coerced into claiming that the sheep belong to Ebe .,5433,768
12848,"This pattern is repeated with the cat intimidating herders and claiming the goats , cows , and horses belong to Ebe .",5433,768
12849,The king becomes increasingly amazed by Ebe 's wealth and the cat 's power .,2680,768
12850,"Ebe and the cat arrive at a royal castle , where they meet Helge - Hal in the Blue Hill , a troll with three heads .",4897,768
12851,"The cat tells Helge - Hal about the sufferings of the rye before it was made into a cake , to delay his entry .",2353,768
12852,"Helge - Hal 's troll form stiffens into stone as the sun rises , and Ebe inherits his wealth .",4897,768
12853,"A royal visit from the king and his court takes place , with PERSON as a distinguished guest .",534,768
12854,"The cat asks the bridegroom to cut off her head , which he does . She transforms into a handsome prince .",381,768
12855,The cat prince marries two more princesses and the story ends with three weddings and widespread celebration .,381,768
12856,"The final event is a narrative wrap - up , with the story being over .",1301,768
12857,A young weaver orphan plants a field on the riverbank .,4689,769
12858,A jackal eats the pumpkins every night .,3639,769
12859,The weaver discovers the jackal 's actions .,2275,769
12860,The weaver sets a trap for the jackal .,2275,769
12861,The weaver catches the jackal in the trap .,2275,769
12862,The jackal promises to find the weaver a wife .,4712,769
12863,The jackal goes to the city and sits by the raja 's tank .,3601,769
12864,The jackal talks about PERSON PERSON PERSON luxurious lifestyle .,5164,769
12865,The raja sends for the jackal to ask about his story .,3601,769
12866,The jackal offers to find a bride for Raja Jogeshwar .,4712,769
12867,The raja asks the jackal to choose a bride .,4712,769
12868,The jackal chooses a princess as a potential bride for Raja Jogeshwar .,4712,769
12869,Jogeshwar meets the jackal and learns about the arranged marriage .,4712,769
12870,Jogeshwar asks to set an early wedding date .,2667,769
12871,The jackal tries to find a way for Jogeshwar to keep up the illusion of wealth .,5164,769
12872,Jogeshwar visits the raja to ask about the number of attendants needed .,2669,769
12873,Jogeshwar hires a palki and asks the jackal to help him appear wealthy .,5164,769
12874,The jackal invites paddy birds and jackals to a feast at the palace .,3363,769
12875,The raja becomes embarrassed when he sees PERSON 's large procession .,1830,769
12876,The jackal turns the procession away and Jogeshwar arrives alone .,3205,769
12877,The jackal gives PERSON advice on how to behave at the wedding feast .,4712,769
12878,Jogeshwar follows the jackal 's advice and appears wealthy .,5164,769
12879,Jogeshwar and his bride set off to return home with her brothers and attendants .,2036,769
12880,The jackal delays the group and pretends that the weaver 's palace is hidden among palm trees .,2027,769
12881,The group discovers that PERSON 's home is a humble hut .,3969,769
12882,"The jackal 's excuse is rejected , and he runs away .",4551,769
12883,The raja is left to find a solution for his daughter and her husband .,2198,769
12884,Two brothers and their youngest go out into the world .,5775,770
12885,"The eldest takes a pot , the second takes a griddle , and the youngest takes a cat .",1527,770
12886,The cat tells the youngest to visit the king 's palace and present a fine reineder .,381,770
12887,PERSON visits the king 's palace with a reindeer and pretends Lord PERSON sent it .,1753,770
12888,The king gives PERSON money for his present .,1254,770
12889,"The cat goes to the wood , picks a red deer , and forces it to go to the king 's palace .",2680,770
12890,"PERSON visits the king 's palace with a red deer , and the king gives him more money .",1315,770
12891,"The third day , the cat brings an elk to the king 's palace .",2680,770
12892,"PERSON visits the palace with an elk , and the king gives him a large sum of money .",1315,770
12893,The cat promises to provide a coach and horses for PERSON in three days .,2372,770
12894,"The cat brings a coach , horses , and fine clothes to PERSON .",2372,770
12895,The king meets PERSON and invites him to come and see his palace .,534,770
12896,The cat tells PERSON to claim that the various animals and property belong to Lord PERSON .,810,770
12897,"PERSON drives the king to his property , including a flock of sheep , cows , and horses .",2058,770
12898,The cat distracts the troll owner of the castle so the king can escape .,381,770
12899,The troll is destroyed by the sun and the cat takes credit for it .,1299,770
12900,"The cat asks Lord PERSON to cut off her head , and then she transforms into a princess .",381,770
12901,"Lord PERSON is now king , and he chooses the princess as his queen , and they get married .",584,770
12902,"A mother dies , leaving her son PERSON alone .",476,771
12903,"The old man , PERSON 's father , falls ill and dies .",3228,771
12904,Mikko remembers his father 's three snares and goes to check on them .,935,771
12905,Mikko finds a little red fox caught in one of the snares and releases it .,517,771
12906,The fox becomes Mikko 's close friend and companion .,517,771
12907,"The fox advises Mikko to get married , suggesting a princess from the royal castle .",517,771
12908,"The fox goes to the royal castle , gains an audience with the king , and requests a bushel measure .",514,771
12909,"The king , unaware of the fox 's true intentions , gives the bushel measure to the fox .",514,771
12910,The fox fills the bushel measure with gold and silver coins and returns it to the king .,514,771
12911,"The king , eager to meet Mikko , invites him to visit the castle .",283,771
12912,"The fox convinces Mikko to travel in disguise , and they set out for the royal castle .",517,771
12913,"The fox pretends to be too poor to find suitable clothes for PERSON , but finally accepts the king 's finest garments .",514,771
12914,"Mikko visits the royal castle , impressing the princess and the court with his modesty and good looks .",283,771
12915,"The fox arranges for the king to think that PERSON is the Mighty Mikko , a powerful lord .",517,771
12916,"The fox helps Mikko take over the castle of the worm , a wicked old dragon , and the king is impressed by Mikko 's growing wealth and power .",517,771
12917,A miller lives in a mill .,4529,772
12918,The miller wishes to leave the mill .,1414,772
12919,The miller sets off to find a new mill .,2705,772
12920,"The miller works on building a new mill , but it takes time .",2705,772
12921,The miller finishes building the new mill .,2705,772
12922,The miller does not receive any customers for his new mill .,4395,772
12923,A fox asks the miller to hide it from hunters .,5547,772
12924,The miller hides the fox from the hunters and is rewarded .,5547,772
12925,The fox promises to help the miller get married .,5547,772
12926,The fox brings gifts to the miller to help him get married .,5547,772
12927,"The miller meets the fox again , and the fox asks him to get married .",5547,772
12928,The fox convinces King PERSON PERSON to give his daughter to the miller in marriage .,4337,772
12929,The prince gets dressed in new clothes for the wedding .,174,772
12930,The prince goes to meet King PERSON PERSON at the king 's castle .,283,772
12931,The king is initially unaware of the prince 's true identity .,619,772
12932,"The fox convinces King PERSON PERSON that the prince is a noble , and the king agrees to the marriage .",4337,772
12933,The prince and his new wife visit the king 's court .,5422,772
12934,"The prince 's wife wants to see his home , and the prince agrees to take her there .",584,772
12935,"The prince goes to get ready for the journey , but the fox joins him in his tears .",489,772
12936,"The prince and the fox go to the Vasfogu Baba 's domain , where the fox convinces the herdsmen to hide the truth about the prince 's identity .",4337,772
12937,The fox tricks the Vasfogu Baba and leaves her to drown in a bottomless lake .,147,772
12938,The fox and the prince acquire the Vasfogu Baba 's wealth .,4337,772
12939,"The fox becomes ill and is thrown out of the castle , but the prince later realizes his mistake and takes care of the fox .",526,772
12940,A miller dies .,1918,773
12941,His three sons divide the inheritance among themselves .,2258,773
12942,The youngest son receives only a cat .,2119,773
12943,The cat overhears the youngest son 's lament about having nothing useful with the cat .,2119,773
12944,The cat advises the youngest son to make a pair of boots from its skin .,0,773
12945,The cat is measured for the boots .,0,773
12946,The cat wears the boots and tricks the villagers into thinking it 's human .,25,773
12947,The cat captures partridges and takes them to the king .,1563,773
12948,The king is pleased with the partridges and rewards the cat and its owner with gold .,1563,773
12949,The cat and its owner become wealthy through a daily routine of hunting and delivering game to the king .,2680,773
12950,"The cat tricks the coachman , causing the king 's clothes to be stolen , and then convinces the king to invite the cat 's owner to wear the clothes .",381,773
12951,The king invites the cat 's owner to join him and his princess on a journey .,381,773
12952,The cat instructs people on three separate occasions to say the land belongs to the count .,2372,773
12953,"The cat sneaks into the sorcerer 's house , where ' it can do anything , big or small . '",25,773
12954,"The cat tricks the sorcerer into turning himself into various animals , ultimately eating the sorcerer .",25,773
12955,"The king , convinced that the cat 's owner is a count , gives him the princess 's hand in marriage and eventually crowns him king .",381,773
12956,A farmer starts his ploughing early .,3650,774
12957,"His wife bids him farewell , promising to bring him food .",474,774
12958,The wife brings food and leaves it in the field .,241,774
12959,The farmer returns to find the food eaten .,3576,774
12960,"The farmer gets angry with his wife , accusing her of playing tricks .",6187,774
12961,"The farmer asks his wife again to bring food , promising he wo n't go hungry .",3576,774
12962,"The wife brings a large quantity of food , but a jackal eats it .",1723,774
12963,A jackal gets its head stuck in a pot and tries to break free .,624,774
12964,The farmer rescues the jackal and breaks the pot .,2275,774
12965,The jackal promises the farmer a reward for releasing it .,2275,774
12966,The jackal wishes the farmer well and runs off to the king 's palace .,3363,774
12967,The jackal tells the king of the farmer 's worthiness and arranges for a visit .,3363,774
12968,The jackal convinces the farmer to go to the king 's palace as his son - in - law .,4712,774
12969,"The farmer and the jackal arrive at the king 's palace , and the jackal greets the king .",3363,774
12970,The king is surprised by the farmer 's humility and invites him to stay .,714,774
12971,"The farmer , the jackal , and the king talk together in the palace .",3363,774
12972,The jackal sets fire to the farmer 's house and pretends the king should not visit .,1480,774
12973,"The king turns back , and eventually marries his daughter to the farmer .",6290,774
12974,"A miller has three sons : PERSON PERSON PERSON , PERSON .",1918,775
12975,The miller 's wife dies .,3662,775
12976,"The miller leaves the mill , a donkey , and a cat for his sons .",234,775
12977,"PERSON takes the mill , PERSON takes the donkey , and PERSON is left with only the cat .",234,775
12978,The cat helps PERSON to live by hunting for food and taking it to him .,801,775
12979,"A hare jumps into the bag with cheese , and the cat catches it to eat or give to PERSON .",2237,775
12980,The cat goes to the king 's palace with a hare caught from the bag .,381,775
12981,The cat gives the hare to the king with a bow and says it 's from the Earl of Cattenborough .,381,775
12982,The king likes the jugged hare and thanks the Earl of Cattenborough .,2886,775
12983,The cat finds a gold coin and goes to the palace with it .,0,775
12984,The cat asks the sentry for a corn measure to take the gold coin to the PERSON 's treasury .,0,775
12985,The king sends a message to the Earl of Cattenborough to come to the palace .,1563,775
12986,The cat persuades PERSON to pretend to be the Earl of Cattenborough and go to the palace .,1563,775
12987,The cat gets PERSON proper clothes and tells him how to behave at the palace .,381,775
12988,The king tries to test PERSON 's nobility by giving him a mean bed .,1337,775
12989,The cat convinces the king 's servants to give PERSON a better bed .,381,775
12990,The king is convinced that PERSON is a real noble and marries him to his daughter the princess .,584,775
12991,The cat warns the guards at the ogre 's castle that the king 's army is coming .,2353,775
12992,"The ogre hides by taking a shrinking powder , but the cat eats him .",256,775
12993,The cat takes ownership of the ogre 's castle and lets the king 's carriage in .,381,775
12994,The king is impressed with PERSON PERSON PERSON Cattenborough 's ( PERSON 's ) castle and leaves his daughter there .,672,775
12995,"The cat gets sick and plays dead , but PERSON remembers who helped him become the Earl .",3027,775
12996,"The king dies , and PERSON succeeds him to become the Earl of Cattenborough .",1563,775
12997,A poor old couple and their child work in the field .,294,776
12998,A wildcat takes the child from the field and carries him to her cave .,2618,776
12999,The wildcat feeds and nurtures the child in the cave .,2618,776
13000,The wildcat tells the child to marry the king 's daughter .,5732,776
13001,The wildcat gives the child a robe made of bird feathers to present to the king .,5732,776
13002,"The child visits the king with a group of animals , claiming to be the Feather King .",5732,776
13003,The wildcat sends the child back to the king with additional animals as gifts .,5732,776
13004,The wildcat instructs the child to propose marriage to the king 's daughter .,5732,776
13005,"The cat gives the child a new , more impressive feather robe to present to the king .",5732,776
13006,The child visits the king with the new feather robe and is welcomed as the Feather King .,5732,776
13007,The wildcat and the child visit the king 's kingdom with the youth dressed in royal clothing .,5732,776
13008,The king is pleased with the youth 's wealth and invites him to the throne .,1254,776
13009,The cat notices the youth admiring his new clothes and reminds him to focus on his wife .,5425,776
13010,The cat tells the youth to claim ownership of various herds of animals encountered during their visit .,2372,776
13011,"The youth and the king encounter the cat 's previous victims , who confirm the youth 's ownership of the animals .",2372,776
13012,The youth and the king arrive at the sorcerer 's palace and are accused of thievery .,224,776
13013,"The wildcat confronts the sorcerer , who transforms into various animals and is eventually killed .",25,776
13014,"The wildcat demands that the youth cut off her head as payment , but is revealed to be the youth 's mother .",1806,776
13015,"The youth marries his mother , who becomes the new queen , and inherits the sorcerer 's wealth .",6290,776
13016,A jackal lies in a lair near a weaver 's hut .,624,777
13017,The jackal convinces the weaver that he will become the king 's son - in - law .,4712,777
13018,"The jackal goes to the king 's palace , chewing betel - leaves .",3363,777
13019,The jackal meets the princess and tells her he comes from a wealthy land .,5164,777
13020,The jackal describes the wealth and grandeur of his fictional kingdom to the princess .,5164,777
13021,"The jackal tells the queen that the weaver is a great king , and they agree to the marriage .",4712,777
13022,The jackal convinces the king that it would be better if they came in a private manner .,5217,777
13023,The jackal makes arrangements to borrow clothes for the weaver and gather a procession .,454,777
13024,"The jackal brings a noisy procession of animals to the palace , intimidating the king .",5128,777
13025,"The king agrees to host the weaver alone , without the procession .",6343,777
13026,The jackal convinces the king and queen that the weaver 's silence is due to a philanthropic mood .,5217,777
13027,The jackal convinces the king and queen to let the weaver and princess leave the palace immediately .,5005,777
13028,The princess learns the secret of becoming rich and uses it to accumulate gold .,1879,777
13029,The princess builds a magnificent palace and establishes a community of weavers around it .,3730,777
13030,"The weaver writes to his father - in - law to invite him to their new home , showcasing their wealth .",2129,777
13031,An epidemic breaks out in the town of Tang - Tang .,2924,778
13032,"A single couple remains , with a twelve - year - old son named PERSON .",6149,778
13033,"PERSON 's father dies , leaving PERSON to support himself and their mother .",2475,778
13034,PERSON has trouble protecting his corn from birds .,2332,778
13035,PERSON tricks a crow into killing itself and plants the dead crow in his field .,2332,778
13036,The birds never trouble PERSON 's corn again .,4338,778
13037,A monkey starts stealing ears of corn from PERSON 's field .,2841,778
13038,PERSON creates a wax statue of himself and the monkey comes to steal corn near the statue .,2841,778
13039,The monkey gets stuck to the wax statue after trying to slap it .,389,778
13040,PERSON catches the monkey and spares its life after it begs for mercy .,2841,778
13041,The monkey arranges for PERSON to meet the king 's daughter without revealing its own role .,2908,778
13042,The king is desperate to marry off his daughter and becomes jealous of PERSON 's supposed wealth .,3722,778
13043,The monkey saves the life of the king 's daughter by lying about the circumstances of her marriage .,3677,778
13044,The monkey helps PERSON escape danger by telling an old man the wrong information .,544,778
13045,The monkey sets the PERSON prisoners free and claims them as PERSON 's servants .,2841,778
13046,"The monkey tells the king 's subjects that PERSON is their master , and the subjects believe him .",3677,778
13047,The king dies of joy after realizing PERSON is indeed the richest man in the world .,258,778
13048,Queen Elena dies due to her unhappiness with her husband .,4199,778
13049,PERSON inherits the king 's dominion and remains the sole ruler .,258,778
13050,The monkey becomes PERSON 's chief minister .,2841,778
13051,An old man and an old woman live with their children in the woods .,3741,779
13052,The old peasant and his wife constantly argue with each other .,2204,779
13053,"The old woman boils porridge for supper , and the old man wants to scrape the pot .",3427,779
13054,The old woman snatches the pot and ladle and runs away .,2479,779
13055,"The old woman runs away with the pot and ladle , followed by the old man .",2479,779
13056,The old man and the old woman are separated from their children .,4564,779
13057,The children decide to leave home and seek their fortune .,1295,779
13058,"The girl wants to take the cat , and the boy wants to take the cow .",2083,779
13059,The cat persuades the girl to take the cat instead of the cow .,2083,779
13060,"The girl takes the cat , and the boy takes the cow .",2083,779
13061,The girl and her cat start on a journey to find a new home .,2361,779
13062,They come across a palace and decide to go inside .,1205,779
13063,The cat tells the girl to pretend to be a princess and go to the palace .,381,779
13064,The girl is invited to stay at the palace and told to wear a costly dress .,862,779
13065,The queen tests the girl 's behavior to see if she is a princess or not .,3211,779
13066,The queen lays a bean under the girl 's blanket to see if she notices it .,5748,779
13067,The queen lays peas under the girl 's pillow to see if she notices them .,5748,779
13068,The queen lays a straw under the girl 's pillow to see if she notices it .,5748,779
13069,The queen decides to change her tactics and test the girl 's behavior instead .,3211,779
13070,The girl and the cat continue on their journey with the king 's chariot .,2361,779
13071,The cat meets goatherds and tells them to say that the goats belong to the girl .,551,779
13072,"The king stops and asks the goatherds about the goats , and they say they belong to the girl .",551,779
13073,The cat meets people in a field and tells them to say that the field belongs to the girl .,381,779
13074,"The king stops and asks the people about the field , and they say it belongs to the girl .",653,779
13075,The cat meets people in a cornfield and tells them to say that the field belongs to the girl .,381,779
13076,"The king stops and asks the people about the field , and they say it belongs to the girl .",653,779
13077,The cat leads the king 's son and his bride to a castle that belongs to a giant .,381,779
13078,The cat transforms into a loaf and blocks the giant 's keyhole .,4042,779
13079,The giant becomes angry and tries to open the door but becomes distracted by the cat 's story .,4042,779
13080,The giant becomes further distracted by the cat 's story and eventually turns into dust .,4042,779
13081,The cat transforms back into a cat and greets the king 's son and his bride .,381,779
13082,The marriage between the prince and the peasant 's daughter is solemnized .,30,779
13083,"The royal couple lives happily together , and everyone is amazed by their wealth .",1001,779
13084,"A weaver cooks kitcherie , which a jackal eats .",1480,780
13085,The weaver returns and beats the jackal .,2275,780
13086,The weaver again beats the jackal and eats bread .,2275,780
13087,The jackal becomes lonely while the weaver is away .,4551,780
13088,A jackal exchanges places with its friend and ties the friend up .,2866,780
13089,The first jackal runs back into the jungles .,4551,780
13090,The weaver returns and beats the new jackal .,2275,780
13091,The new jackal claims it can arrange a marriage with a king 's daughter .,4712,780
13092,"The weaver releases the jackal , which turns into a PERSON .",2275,780
13093,The PERSON presents itself to the rajah and proposes the marriage .,729,780
13094,The rajah agrees to the marriage .,729,780
13095,The jackal returns to the weaver and claims it will take him to meet the king 's daughter .,4712,780
13096,The weaver and the jackal meet a dhobie and ask him to spread clothes on trees .,454,780
13097,The weaver and the jackal meet a cotton - beater and ask him for cotton .,454,780
13098,The weaver and the jackal throw the cotton into the river .,5507,780
13099,The jackal disguises the weaver and presents him to the rajah as the groom .,2129,780
13100,The rajah is tricked into believing the weaver is the ideal groom .,2129,780
13101,The weaver makes a mistake and is discovered by his wife .,3013,780
13102,The weaver 's wife asks him to promise to obey her father 's commands .,2129,780
13103,The rajah asks the weaver to help him fight his rival princes .,454,780
13104,The weaver selects a lame horse to ride into battle .,824,780
13105,The horse is revealed to have magical abilities and flies with the weaver .,3112,780
13106,A king has half a hundred hares .,968,781
13107,The king decrees that whoever tends the hares successfully will marry his daughter .,2886,781
13108,Suitor 1 ( Povl ) is accepted to care for the hares but fails .,408,781
13109,Suitor 2 ( Per ) is accepted to care for the hares but fails .,408,781
13110,Suitor 3 ( Jesper ) is accepted to care for the hares and uses a magical flute to bring them back .,408,781
13111,A peasant girl comes to Jesper disguised as a beggar and asks to buy a hare .,873,781
13112,Jesper agrees to sell a hare to the peasant girl for a kiss .,408,781
13113,The peasant girl turns out to be the princess and escapes with the hare .,873,781
13114,The queen goes to Jesper disguised as a beggar and asks to buy a hare .,873,781
13115,Jesper agrees to sell a hare to the queen for her to kiss its behind .,408,781
13116,The queen escapes with the hare .,2939,781
13117,"The king , disguising himself as a huntsman , attempts to buy a hare from Jesper .",2886,781
13118,Jesper asks the king to kiss his horse 's behind to obtain the hare .,408,781
13119,The king agrees to the humiliating task and completes it .,2304,781
13120,Jesper successfully completes the task by blowing his flute .,1799,781
13121,The king declares that Jesper has won the princess 's hand in marriage .,4272,781
13122,Jesper is invited to a grand feast to meet the other princes and great lords who are vying for the princess 's hand .,4567,781
13123,Jesper shares his experiences with the magical flute and exposes the queen 's secret .,2760,781
13124,PERSON exposes the king 's secret of kissing his horse 's behind .,2760,781
13125,The king agrees to let PERSON marry the princess and grants him half the kingdom .,6290,781
13126,"The wedding is celebrated , and PERSON 's parents are invited .",174,781
13127,"A minor character , the storyteller , is given a ridiculous wedding gift and suffers a series of mishaps outside the palace .",775,781
13128,Boy is given a task by the king .,769,782
13129,Boy drives out three hundred hares .,968,782
13130,Hares run away .,1124,782
13131,Boy cries due to failed task .,1426,782
13132,Little man meets PERSON and asks why he is crying .,586,782
13133,Boy explains his situation to the little man .,1812,782
13134,Boy eats bread with the little man .,5354,782
13135,Little man gives Boy a flute and advises him to use it .,1058,782
13136,Boy plays the flute and the hares return .,51,782
13137,Boy is supposed to bring back the hares for three evenings .,4346,782
13138,Boy repeats the process of driving out and retrieving the hares for three evenings .,4346,782
13139,"Boy is supposed to marry the princess , but the king prefers another suitor .",584,782
13140,The king proposes a competition to determine who should marry the princess .,1542,782
13141,"Boy , suitor , and princess sleep in the same bed .",6194,782
13142,Boy secretly buys sweets outside at midnight .,6182,782
13143,Boy smokes out the suitor by pretending to eat dung .,4287,782
13144,True suitor of the princess is determined .,2120,782
13145,A country - dweller has three sons .,6073,783
13146,The country - dweller finds a tree with three green figs in the woods .,1441,783
13147,The older sons persuade the country - dweller to send them with a green fig to the king .,1441,783
13148,The cobbler is sent with the first green fig .,1441,783
13149,The cobbler meets a little old man and answers a question in a rude manner .,2115,783
13150,The cobbler is given a beating by the king 's guards .,1329,783
13151,The tailor is sent with the second green fig and faces a similar fate .,1441,783
13152,The cinder - lad is sent with the third green fig .,1441,783
13153,The cinder - lad meets the little old man and gives honest and polite answers .,4729,783
13154,The little old man gives the cinder - lad a flute .,1058,783
13155,The cinder - lad uses the flute to gain the trust of the king 's princess .,2760,783
13156,The cinder - lad accepts the challenge of herding hares in the woods .,2388,783
13157,The princess and the queen try to test the cinder - lad by disguising themselves as villagers .,2376,783
13158,The cinder - lad uses the flute to retrieve the hares each day .,51,783
13159,The king asks the cinder - lad to bring three sacks filled with truths .,20,783
13160,"The cinder - lad gets help from the little old man , revealing the secrets of the princess and the queen .",2760,783
13161,The king is satisfied and the cinder - lad is rewarded with a wedding celebration .,30,783
13162,A wealthy king has a beautiful daughter .,3722,784
13163,Suitors gather in a meadow .,5676,784
13164,The king 's daughter throws a golden apple into the air .,6381,784
13165,Suitors catch the golden apple .,3686,784
13166,The king 's PERSON PERSON three tasks to the catcher .,1987,784
13167,"The last suitor , a shepherd lad , hears about the tasks .",1653,784
13168,The shepherd lad is afraid of not succeeding and meets a little old woman .,1653,784
13169,The little old woman gives the shepherd lad a flute .,1058,784
13170,The shepherd lad uses the flute to herd the hares .,51,784
13171,"The hares scatter , and the shepherd lad must figure out how to bring them back .",408,784
13172,The princess tries to buy a hare from the shepherd lad .,408,784
13173,The shepherd lad makes the princess ' earn ' a hare by being his sweetheart .,408,784
13174,"The king , disguised , tries to buy a hare from the shepherd lad .",2886,784
13175,The shepherd lad sets a task for the king to earn a hare .,408,784
13176,The king fulfills the task set by the shepherd lad .,769,784
13177,The king is locked in a loft to separate peas and lentils by night .,1530,784
13178,The shepherd lad uses ants to separate the peas and lentils .,162,784
13179,The shepherd lad is put into a bread - filled room to eat .,1517,784
13180,The shepherd lad uses mice to eat all the bread .,1517,784
13181,The king sets a final task for the shepherd lad .,769,784
13182,The shepherd lad tells a series of lies for half a day .,1653,784
13183,The shepherd lad reveals the truth about having spent time with the princess .,2000,784
13184,The king believes the shepherd lad 's lie and marries them off .,30,784
13185,A man has three sons who refuse to work .,131,785
13186,PERSON applies for a position as a hare herder at the king 's court .,873,785
13187,"The king hires PERSON as a hare herder , despite his father 's reservations .",873,785
13188,PERSON is tasked with herding the king 's hares and keeping them from running away .,873,785
13189,PERSON fails to keep the hares from running away and is punished by the king .,873,785
13190,PERSON attempts to herd the king 's hares and is punished like PERSON .,873,785
13191,"The youngest son , Esben , attempts to herd the king 's hares with the help of an old woman .",873,785
13192,"Esben obtains a magical whistle from the old woman , which allows him to control the hares .",873,785
13193,"Esben showcases his ability to herd the hares using the magical whistle , impressing the king 's court .",873,785
13194,"The king 's court attempts to purchase the magical whistle from Esben , but it repeatedly disappears .",3481,785
13195,"The king , disguised as a beggar , attempts to purchase the whistle from Esben but is tricked .",3481,785
13196,The queen attempts to purchase the whistle from Esben but is swindled .,3481,785
13197,"The king decides to behead Esben for swindling him , but relents when Esben offers to fill the brewing cauldron with lies .",3481,785
13198,"Esben tells a series of increasingly elaborate lies to fill the brewing cauldron , eventually claiming the king 's attention .",3481,785
13199,The king and queen realize they have been outwitted by Esben and decide to reward him instead of punishing him .,569,785
13200,Lord summons a poor peasant to pay off his debt by working for three years .,1376,786
13201,Master orders peasant to take hares out to graze and bring them back .,873,786
13202,Hares escape when peasant takes them out to graze .,408,786
13203,Old man appears and gives peasant a fife to lure the hares back .,873,786
13204,Peasant uses fife to bring hares back .,873,786
13205,Lord and his wife devise a new plot to trap the peasant .,2653,786
13206,Lady in disguise approaches peasant to buy a hare .,873,786
13207,Peasant refuses to sell hares for money and sets a condition .,873,786
13208,Lady agrees to the condition and the peasant has sex with her .,394,786
13209,Lady gets a hare but it escapes when the peasant plays the fife .,873,786
13210,Lady tries again to buy a hare from the peasant the next day .,873,786
13211,Peasant again sets a condition and the lady agrees to it .,394,786
13212,Lady gets another hare but it escapes when the peasant plays the fife .,873,786
13213,Lord goes out in disguise to catch the peasant with a third hare .,873,786
13214,Lord proposes the condition and has sex with the peasant 's mare .,2604,786
13215,Lord gets the hare but it escapes when the peasant plays the fife .,873,786
13216,Lord lets the peasant go free .,126,786
13217,A king has a daughter who wo n't laugh .,3938,787
13218,The king promises her hand in marriage and half the kingdom to whoever can break her spell .,1283,787
13219,Many men arrive to try to break the spell but none succeed .,4923,787
13220,"A poor peasant lives with his three sons , and the youngest , PERSON , decides to try his luck .",1668,787
13221,"Hans sets out on the path to the king 's palace , pursued by his brothers ' jeers .",4686,787
13222,PERSON meets an old man on the road and breaks off a piece of his bread .,4853,787
13223,The old man offers PERSON a silver flute as a reward .,1058,787
13224,"Hans plays the flute and charms the guards at the palace , letting him pass .",1799,787
13225,"The princess hears PERSON ' music , opens her window , and laughs for the first time .",6292,787
13226,The king sets PERSON a task : to keep 100 wild rabbits together in a herd for three days .,2860,787
13227,PERSON uses the silver flute to gather the rabbits and keep them together .,51,787
13228,"The king , worried that PERSON will succeed , has his daughter try to steal a rabbit .",2860,787
13229,"The princess visits PERSON and offers to buy a rabbit , but PERSON refuses to sell .",2860,787
13230,PERSON uses the flute to call the rabbit back to the herd when it 's taken from her .,51,787
13231,"The king sends his wife to try to buy a rabbit , but she also fails .",2860,787
13232,"The king himself goes to try to buy a rabbit , but also fails .",2860,787
13233,The king sets PERSON a new task : to sing three bags full in front of the lords and ladies .,4078,787
13234,Hans sings and successfully fills three bags with his songs .,4078,787
13235,The king declares PERSON the winner and awards him the princess 's hand in marriage and half the kingdom .,6290,787
13236,Two oversized millstones are found in Denmark .,5107,788
13237,The millstones are beyond human strength to turn .,5107,788
13238,"A person gives the millstones , called PERSON , to King Frodi .",5686,788
13239,The mill 's nature is such that it grants the turner 's request .,2705,788
